1.85067555, 3.12649964, 6.30079360, 10.38869578, 24.32693980, 5.49545267, 9.07606743, 2.09165007
1.42302495, 2.51495527, 6.09097693, 10.31018914, 21.33541656, 4.48330235, 13.02689526, 2.42383993
1.55724115, 2.15638587, 5.19133894, 9.59035974, 10.80856142, 5.14295635, 15.22333735, 2.72946881
1.58113883, 2.06760731, 3.44238290, 5.71839138, 5.45435606, 7.66322386, 12.36021844, 2.42383993
1.43178211, 1.89076704, 2.70647372, 2.88530761, 2.92831009, 7.20763484, 5.98122061, 1.84390889
1.44048603, 1.74642492, 2.45967478, 5.85234996, 2.17944947, 3.56019662, 6.87022561, 1.49164339
1.47478812, 1.85067555, 3.38378486, 8.93448376, 2.61247010, 2.77488739, 9.72753823, 1.53297097
1.65831240, 1.57321327, 3.20546408, 7.69252884, 2.45967478, 2.81069386, 8.39791641, 1.53297097
1.51657509, 1.20415946, 1.94293592, 4.01248053, 1.85067555, 1.89736660, 3.85356977, 1.27475488
1.24498996, 1.36930639, 1.49164339, 2.23047080, 1.43178211, 1.43178211, 2.64102253, 1.44048603
1.48323970, 1.56524758, 1.62018517, 1.40534693, 1.35092561, 1.16189500, 1.50000000, 1.38744369
1.65075740, 1.38744369, 1.57321327, 1.50000000, 1.45773797, 1.14017543, 1.19373364, 1.27475488
1.60468065, 1.06066017, 1.36930639, 1.50000000, 1.50831031, 1.37840488, 1.02469508, 1.44913767
1.47478812, 1.38744369, 1.65075740, 3.50356961, 1.47478812, 1.38744369, 1.16189500, 1.41421356
1.91702895, 3.62284419, 4.21010689, 5.92663480, 2.58843582, 1.68819430, 1.78185297, 1.68077363
2.59807621, 4.53321078, 6.35019685, 8.29156198, 4.98497743, 10.10569147, 9.91463565, 2.43413229
2.92831009, 4.59347363, 7.36206493, 9.36349294, 5.08428953, 10.83282050, 12.00000000, 2.39791576
3.08220700, 4.84510062, 6.77679865, 8.15475322, 3.30907842, 4.82441706, 9.67341718, 1.87749834
2.73861279, 3.85681216, 5.54977477, 7.14492827, 3.23651047, 4.82182538, 9.38616002, 2.17944947
2.07364414, 2.55440795, 4.97744915, 7.85493475, 3.11448230, 5.85662019, 7.29040465, 2.00624026
1.84390889, 2.50000000, 4.74868403, 7.07990113, 2.42899156, 4.55521679, 3.73162163, 1.28452326
1.86413519, 3.00000000, 6.91375441, 8.40238062, 1.86413519, 2.21359436, 5.53624421, 1.62788206
2.84165445, 3.05368630, 6.52495211, 7.84856675, 1.65075740, 1.40534693, 6.18263698, 2.19089023
2.82842712, 2.45458754, 2.99583044, 3.14245127, 1.49164339, 1.36014705, 3.74499666, 2.02484567
1.54919334, 1.80277564, 1.71026314, 1.96850197, 1.40534693, 1.28452326, 2.09165007, 1.58113883
1.24498996, 1.49164339, 1.49164339, 1.36930639, 1.45773797, 1.26491106, 1.53297097, 1.41421356
1.11803399, 1.53297097, 1.48323970, 1.49164339, 1.36930639, 1.30384048, 1.41421356, 1.32287566
1.22474487, 1.40534693, 1.46628783, 1.33229126, 1.21449578, 1.34164079, 1.43178211, 1.38744369
1.26491106, 1.57321327, 1.41421356, 1.35092561, 1.19373364, 1.44048603, 1.35092561, 1.35092561
1.10679718, 1.53297097, 1.44048603, 1.41421356, 1.33229126, 1.47478812, 1.30384048, 1.40534693
1.25499004, 1.29421791, 1.52479507, 1.17260394, 1.42302495, 1.36930639, 1.28452326, 1.33229126
1.24498996, 1.33229126, 1.55724115, 1.27475488, 1.41421356, 1.46628783, 1.21449578, 1.23490890
1.14017543, 1.38744369, 1.40534693, 1.37840488, 1.21449578, 1.36930639, 1.30384048, 1.18321596
1.08397417, 1.36014705, 1.27475488, 1.31339255, 1.31339255, 1.27475488, 1.44913767, 1.15108644
1.24498996, 1.31339255, 1.41421356, 1.48323970, 1.42302495, 1.44913767, 1.37840488, 1.32287566
1.37840488, 1.47478812, 1.28452326, 1.40534693, 1.30384048, 1.40534693, 1.32287566, 1.33229126
1.37840488, 1.53297097, 1.16189500, 1.30384048, 1.22474487, 1.32287566, 1.36930639, 1.36014705
1.40534693, 1.25499004, 1.46628783, 1.37840488, 1.45773797, 1.24498996, 1.39642400, 1.47478812
1.27475488, 1.36930639, 1.41421356, 1.24498996, 1.67332005, 1.31339255, 1.36930639, 1.40534693
1.19373364, 1.48323970, 1.25499004, 1.40534693, 1.60468065, 1.37840488, 1.36930639, 1.26491106
1.17260394, 1.31339255, 1.38744369, 1.41421356, 1.44913767, 1.41421356, 1.30384048, 1.26491106
1.30384048, 1.27475488, 1.34164079, 1.23490890, 1.16189500, 1.33229126, 1.31339255, 1.29421791
1.30384048, 1.32287566, 1.33229126, 1.30384048, 1.21449578, 1.24498996, 1.44048603, 1.23490890
1.07238053, 1.40534693, 1.27475488, 1.35092561, 1.46628783, 1.27475488, 1.29421791, 1.19373364
1.19373364, 1.41421356, 1.31339255, 1.44913767, 1.98116128, 9.69922677, 2.75680975, 1.58113883
1.34164079, 1.50000000, 1.52479507, 1.49164339, 1.87749834, 9.94987437, 2.91547595, 1.56524758
1.39642400, 1.53297097, 1.48323970, 1.31339255, 1.33229126, 2.66926956, 1.85067555, 1.44048603
1.31339255, 1.37840488, 1.49164339, 1.19373364, 1.47478812, 1.42302495, 1.65831240, 1.46628783
1.25499004, 1.43178211, 1.47478812, 1.04880885, 1.57321327, 1.43178211, 1.35092561, 1.24498996
1.15108644, 1.43178211, 1.46628783, 1.24498996, 1.46628783, 3.39116499, 1.46628783, 1.47478812
1.18321596, 1.20415946, 1.58902486, 1.58113883, 1.42302495, 9.61119139, 2.18517734, 1.61245155
1.23490890, 1.22474487, 1.73205081, 1.47478812, 1.41421356, 9.65401471, 2.08566536, 1.36930639
1.06066017, 1.26491106, 1.73925271, 1.20415946, 1.43178211, 3.65034245, 1.25499004, 1.28452326
1.12915898, 1.46628783, 1.51657509, 1.23490890, 1.39642400, 1.90394328, 1.21449578, 1.15108644
1.45773797, 1.53297097, 1.61245155, 1.29421791, 1.36930639, 1.44913767, 1.23490890, 1.14017543
1.49164339, 1.62018517, 3.01247407, 1.51657509, 1.61245155, 1.74642492, 1.32287566, 1.42302495
1.39642400, 1.71026314, 2.87662997, 1.50831031, 1.71026314, 4.06816912, 1.66583312, 1.57321327
1.50000000, 1.47478812, 1.36014705, 1.21449578, 1.59687194, 5.79007772, 1.90394328, 1.54110350
1.39642400, 1.42302495, 1.33229126, 1.12915898, 1.45773797, 4.48608961, 1.54919334, 1.42302495
1.25499004, 1.42302495, 1.34164079, 1.28452326, 1.46628783, 1.35092561, 1.23490890, 1.32287566
